Sample	F1E	F2A	F2D	F2E	F3E	N1B	N1C	N1D	N1E	N2A	N2B	N2D	N3A	N3C	N3E
commons	Gandhi	Turing	Turing	Turing	Hopper	Carver	Carver	Carver	Carver	Newton	Newton	Newton	Galileo	Galileo	Galileo
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae	0.036105577689243	0.00408163265306122	0.0224804243495832	0.0249406175771971	0.00261020881670534	0	0.0114135206321334	0.00594795539033457	0.0163856188355075	0.00869565217391304	0.00528409797339301	0.0165856448384329	0.0202750239846498	0.0141942666295575	0.0210941121928605
Bacteria|Proteobacteria|Betaproteobacteria|Unclassified Betaproteobacteria|Unclassified Betaproteobacteria	0.00149402390438247	0.00272108843537415	0	0	0	0	0	0.000693928128872367	0.0022271714922049	0.00352526439482961	0.000497326868084048	0	0.00275023984649824	0.00139159476760367	0.00672229949003245
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae	0	0	0.0149027532205102	0.0063341250989707	0	0.000732869182850861	0	0.231226765799256	0	0.0072855464159812	0.00217580504786771	0.00381279191688114	0.000959385992964503	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Unclassified Burkholderiales	0.00199203187250996	0	0.00277847941399343	0	0.00290023201856148	0	0.004828797190518	0.0336555142503098	0	0	0.000559492726594554	0	0	0	0
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Oxalobacteraceae	0.0266434262948207	0.00332577475434618	0.00328365748926497	0.0146476642913698	0.0182714617169374	0.0216196408941004	0.00746268656716418	0.00847583643122677	0.0127266942411709	0.0331374853113984	0.0151684694765635	0.0155371270612906	0.0496961944355612	0.0130809908154745	0.0248029670839128
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae	0	0	0	0	0	0	0	0.000892193308550186	0	0	0.00062165858510506	0.00257363454389477	0.000639590661976335	0.00055663790704147	0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae	0.0296314741035857	0.00740740740740741	0	0.0811559778305622	0.0113109048723898	0.0124587761084646	0.00175592625109745	0.00604708798017348	0.0108176901049952	0.0373678025851939	0.0353723734924779	0.0173482032218092	0.0250719539494723	0	0.00162262401483542
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae	0	0	0	0.00435471100554236	0.00464037122969838	0	0.0100965759438104	0.0241387856257745	0	0.0141010575793184	0.0072112395872187	0	0	0.00111327581408294	0.00579508576726936
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae	0.191235059760956	0.0647014361300076	0.0532962869411468	0.0894695170229612	0.204176334106729	0.24294613411506	0.209394205443371	0.0961090458488228	0.281578110085905	0.15957696827262	0.177421360188984	0.324659231722429	0.0285897025903422	0.0974116337322572	0.429763560500695
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Acetobacteraceae	0.0222858565737052	0.00332577475434618	0.0030310684516292	0.0138558986539984	0.0089907192575406	0.0117259069256138	0	0.00817843866171004	0.010022271714922	0.0063454759106933	0.00770856645530275	0.00543322848155562	0.0163735209465942	0.00779293069858057	0.00672229949003245
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Unclassified Rhodospirillales	0	0	0	0.00197941409342835	0	0.0164895566141444	0	0.000594795539033457	0	0	0.000559492726594554	0	0.00390150303805564	0.00111327581408294	0.00579508576726936
Bacteria|Proteobacteria|Unclassified Proteobacteria|Unclassified Proteobacteria|Unclassified Proteobacteria	0.0123256972111554	0.00105820105820106	0	0.00712589073634204	0	0.00146573836570172	0.00614574187884109	0.000148698884758364	0.00779510022271715	0.00117508813160987	0.0010568195946786	0.00505194928986751	0.0115765909817717	0.0108544391873087	0.0136764024107557
Bacteria|Proteobacteria|Alphaproteobacteria|Unclassified Alphaproteobacteria|Unclassified Alphaproteobacteria	0.0170567729083665	0.000755857898715042	0	0.00673000791765637	0.00174013921113689	0	0.00877963125548727	0	0.0089086859688196	0.00775558166862515	0.00348128807658834	0.0105804975693452	0.0191877198592901	0.0345115502365711	0.0222531293463143
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae	0.00697211155378486	0.00241874527588813	0.00126294518817883	0	0	0.00219860754855258	0.0114135206321334	0.00629491945477076	0.000477251034043907	0.00470035252643948	0.00565709312445605	0.00390811171480316	0.0101055324592261	0.0072362927915391	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae	0.00186752988047809	0	0.0090932053548876	0	0	0	0	0	0	0	0.000559492726594554	0.00181107616051854	0.000959385992964503	0.00361814639576955	0
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae	0.0133217131474104	0.0122448979591837	0.00783026016670877	0.0415676959619952	0.00841067285382831	0.0549651887138146	0.0359964881474978	0.0147707558859975	0.0313394845688832	0.0470035252643948	0.010692527663807	0.0223048327137546	0.0365845858650464	0.0236571110492625	0.0303662494204914
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae	0.00834163346613546	0.000755857898715042	0.0103561505430664	0.00554235946159937	0.00319025522041763	0	0	0.000495662949194548	0.0089086859688196	0.0141010575793184	0.00385428322765137	0.00867410161090459	0.00511672529581068	0.0072362927915391	0.0127491886879926
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Unclassified Rhizobiales	0.0247758964143426	0.00801209372637944	0	0.00197941409342835	0.0095707656612529	0.00769512641993404	0	0.00465923172242875	0.0066815144766147	0.0373678025851939	0.00658958100211364	0.0176341626155753	0.0202110649184522	0.0242137489563039	0.014371812702828
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae	0.00410856573705179	0	0	0	0.000870069605568445	0.00109930377427629	0.00131694468832309	0.00114002478314746	0	0	0	0	0.00390150303805564	0.00139159476760367	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae	0.0153137450199203	0.00665154950869237	0.0361202323819146	0.0209817893903405	0.00870069605568445	0	0	0.00297397769516729	0.0181355392936685	0.00517038777908343	0.0144224791744374	0.013344771709084	0.0132395267029101	0.0155858613971611	0.0129809921186834
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Xanthobacteraceae	0.0181772908366534	0.00377928949357521	0	0.00356294536817102	0.0110208816705336	0	0	0.000545229244114002	0.010022271714922	0	0.00391644908616188	0.00114383757506434	0.0166293572113847	0.0253270247703869	0.0115901715345387
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae	0.0166832669322709	0	0.00934579439252336	0	0.00696055684454756	0	0	0.00173482032218092	0.00636334712058543	0.027732079905993	0.0020514733308467	0.00305023353350491	0.00633194755356572	0.013637628722516	0.00649049605934168
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Beijerinckiaceae	0	0.00287226001511716	0	0	0	0	0	0	0	0.00775558166862515	0.00254880019893075	0.00371747211895911	0.00223856731691717	0.00361814639576955	0.00509967547519703
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae	0	0	0	0.00197941409342835	0	0	0	0	0	0	0	0	0.00140709945634794	0	0
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae	0.00423306772908367	0	0	0.0221694378463975	0	0.0128252106998901	0.00438981562774363	0.0047087980173482	0.0211581291759465	0.0112808460634548	0.00503543453935099	0.0109617767610333	0.0225775503677646	0.0308934038408016	0.00764951321279555
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Methylobacteriaceae	0.00448207171314741	0.00377928949357521	0.00505178075271533	0.0300870942201108	0.0353828306264501	0.00879443019421033	0.009657594381036	0.0107063197026022	0.0235443843461661	0.0150411280846063	0.0117493472584856	0.0270708226098561	0.0283978253917493	0.0205956025605344	0.0285118219749652
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Unclassified Desulfuromonadales	0	0	0	0	0.00754060324825986	0.00183217295712715	0	0	0	0	0	0	0.00159897665494084	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae	0	0.0036281179138322	0	0	0	0	0	0.001090458488228	0	0.0519388954171563	0.000745990302126072	0	0	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae	0	0.0090702947845805	0	0	0	0.00329791132282887	0.004828797190518	0.000693928128872367	0.000477251034043907	0.00282021151586369	0.0010568195946786	0.00219235535220665	0.00217460825071954	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Unclassified Deltaproteobacteria|Unclassified Deltaproteobacteria	0	0	0	0	0	0	0	0	0	0	0.000497326868084048	0.000285959393766085	0	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bacteriovoracaceae	0	0	0	0.00118764845605701	0	0	0	0.000793060718711276	0	0	0	0	0.000639590661976335	0	0.00278164116828929
Bacteria|[Thermi]|Deinococci|Unclassified Deinococci|Unclassified Deinococci	0	0	0	0	0	0	0.00131694468832309	0	0	0	0	0	0	0	0
Bacteria|[Thermi]|Deinococci|Deinococcales|Deinococcaceae	0	0	0.00176812326345037	0	0.00203016241299304	0	0.00307287093942054	0	0	0	0	0	0	0	0
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Unclassified Cytophagales	0.00373505976095618	0	0	0.00554235946159937	0.00406032482598608	0	0	0.00337050805452292	0.00111358574610245	0.00376028202115159	0.000808156160636578	0.00171575636259651	0.00492484809721778	0.00918452546618425	0.00788131664348632
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae	0.0192978087649402	0.00196523053665911	0.0030310684516292	0.00752177355502771	0.0243619489559165	0.0142909490655918	0	0.0118463444857497	0.00699968183264397	0.00705052878965922	0.00690041029466617	0.00343151272519302	0.0195714742564759	0.0172557751182856	0.00162262401483542
Bacteria|Bacteroidetes|Unclassified Bacteroidetes|Unclassified Bacteroidetes|Unclassified Bacteroidetes	0.00311254980079681	0	0	0.00910530482977039	0.00406032482598608	0	0	0.00158612143742255	0.000954502068087814	0	0	0.00514726908778953	0.00166293572113847	0	0.00115901715345387
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae	0	0	0	0	0	0	0	0.000941759603469641	0	0	0	0	0	0	0
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae	0	0	0	0.00237529691211401	0	0	0	0.000297397769516729	0	0	0	0	0	0	0
Bacteria|Bacteroidetes|[Saprospirae]|[Saprospirales]|Chitinophagaceae	0.00199203187250996	0	0.00176812326345037	0.00197941409342835	0.000870069605568445	0	0.00263388937664618	0.00327137546468401	0.00684059815462934	0.00916568742655699	0.00484893696381947	0.00505194928986751	0.00575631595778702	0.00222655162816588	0.00509967547519703
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Marinilabiaceae	0	0	0	0	0	0	0	0	0	0	0.000870322019147084	0	0.000191877198592901	0	0
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae	0.0153137450199203	0	0.0149027532205102	0.0142517814726841	0.00348027842227378	0.0047636496885306	0.00395083406496927	0.00312267657992565	0.00365892459433662	0.0105757931844888	0.00136764888723113	0.00581450767324373	0.00524464342820595	0.00445310325633176	0.00533147890588781
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Unclassified Bacteroidales	0	0	0.0045466026774438	0	0	0	0	0	0	0	0	0	0.000383754397185801	0	0
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae	0.00423306772908367	0.00120937263794407	0.00353624652690073	0	0.00203016241299304	0	0	0.00480793060718711	0	0.0145710928319624	0.00167847817978366	0	0.00754716981132075	0.00695797383801837	0.007185906351414
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|[Weeksellaceae]	0	0	0.00783026016670877	0	0.00145011600928074	0	0	0.020272614622057	0	0	0	0	0.00102334505916214	0	0
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Unclassified Flavobacteriales	0.0013695219123506	0	0	0	0	0	0	0	0	0	0.000497326868084048	0	0	0	0.000695410292072323
Bacteria|Nitrospirae|Nitrospira|Nitrospirales|Nitrospiraceae	0.00460657370517928	0	0	0	0	0	0	0.000346964064436183	0.000318167356029271	0.00352526439482961	0	0.00181107616051854	0.00185481291973137	0.00222655162816588	0
Bacteria|Acidobacteria|Solibacteres|Solibacterales|OPB3	0.00684760956175299	0	0	0	0	0	0	0	0	0	0	0	0.000255836264790534	0.00222655162816588	0
Bacteria|Acidobacteria|Acidobacteriia|Acidobacteriales|Acidobacteriaceae	0.00199203187250996	0.0036281179138322	0	0	0	0	0.000877963125548727	0	0.000477251034043907	0.00258519388954172	0	0.00171575636259651	0.00338983050847458	0	0
Bacteria|Acidobacteria|Acidobacteria-6|Unclassified Acidobacteria-6|Unclassified Acidobacteria-6	0	0	0	0	0	0	0	0.000446096654275093	0	0	0	0	0	0.00751461174505984	0
Bacteria|Acidobacteria|[Chloracidobacteria]|[Chloracidobacterales]|[Chloracidobacteraceae]	0	0	0	0.00356294536817102	0.00725058004640371	0	0	0	0.00174992045816099	0	0.00093248787765759	0.000381279191688114	0.00479692996482251	0	0
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|C111	0	0	0	0	0	0	0	0.000594795539033457	0.000795418390073179	0.00164512338425382	0	0	0.000767508794371602	0	0
Bacteria|Actinobacteria|Unclassified Actinobacteria|Unclassified Actinobacteria|Unclassified Actinobacteria	0.00161852589641434	0.00090702947845805	0	0	0	0	0	0.000148698884758364	0	0.00517038777908343	0.00031082929255253	0.00190639595844057	0.00338983050847458	0.00528806011689396	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micromonosporaceae	0.00373505976095618	0.000453514739229025	0.0015155342258146	0	0	0.00219860754855258	0.014486391571554	0.00555142503097893	0.00302258988227808	0.000940070505287897	0.00335695635956733	0.00181107616051854	0.00805884234090182	0.0116893960478709	0.000927213722763097
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Unclassified Acidimicrobiales	0	0	0	0	0	0	0.00702370500438982	0	0	0	0	0	0	0.00250487058168661	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Unclassified Actinomycetales	0.03324203187251	0.0216175359032502	0.0224804243495832	0.0348376880443389	0.0124709976798144	0.0190545987541224	0.26558384547849	0.0184882280049566	0.0249761374482978	0.0446533490011751	0.0453810767126694	0.0332666094747879	0.0496961944355612	0.0292234901196772	0.0141400092721372
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Nakamurellaceae	0.00199203187250996	0	0.00252589037635767	0.00237529691211401	0	0	0.00658472344161545	0.00118959107806691	0.00477251034043907	0.00188014101057579	0.00366778565211986	0.00829282241921647	0.00396546210425328	0	0.00579508576726936
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Frankiaceae	0	0	0	0	0	0.00806156101135947	0	0.00114002478314746	0	0	0	0	0	0.00250487058168661	0
Bacteria|Actinobacteria|Actinobacteria|Unclassified Actinobacteria|Unclassified Actinobacteria	0.00049800796812749	0	0	0	0.00464037122969838	0.00366434591425431	0	0.000545229244114002	0	0.00352526439482961	0	0	0.00191877198592901	0	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Streptomycetaceae	0.00485557768924303	0	0	0.00237529691211401	0.00580046403712297	0.00513008427995603	0	0.000991325898389095	0.00365892459433662	0.00141010575793184	0.00174064403829417	0.00314555333142694	0.00530860249440358	0.0155858613971611	0.00115901715345387
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Microbacteriaceae	0.0131972111553785	0	0.00252589037635767	0.00989707046714173	0.0147911832946636	0.00293147673140344	0.00395083406496927	0.00565055762081784	0.0109767737830099	0.0103407755581669	0.00186497575531518	0.00285959393766085	0.0117684681803646	0.0186473698858892	0.0115901715345387
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Geodermatophilaceae	0.0159362549800797	0	0.0068199040161657	0.0265241488519398	0.00290023201856148	0.00989373396848662	0.00307287093942054	0.00579925650557621	0.00509067769646834	0.0143360752056404	0.00285962949148328	0.00285959393766085	0.0108090821874001	0.00278318953520735	0.0115901715345387
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Kineosporiaceae	0.00373505976095618	0	0	0.00593824228028504	0	0	0	0.00133828996282528	0.00493159401845371	0	0.00174064403829417	0.00629110666285387	0.00415733930284618	0	0.00764951321279555
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales|Bifidobacteriaceae	0	0.0445956160241875	0	0	0	0.00622938805423232	0	0	0.000636334712058543	0.000705052878965922	0.0061544199925401	0	0	0.00222655162816588	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micrococcaceae	0.0354830677290837	0.00105820105820106	0.0265218489517555	0.0186064924782264	0.0472737819025522	0.0256504213997801	0.0267778753292362	0.0505080545229244	0.0259306395163856	0.0253819036427732	0.0375481785403456	0.0199218377657039	0.0211064918452191	0.0194823267464514	0.007185906351414
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae	0	0.00166288737717309	0	0.00554235946159937	0	0	0	0.0112515489467162	0.00302258988227808	0	0.000683824443615566	0	0	0	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Intrasporangiaceae	0.00161852589641434	0.00619803476946334	0	0.00197941409342835	0.00232018561484919	0	0.00570676031606672	0.000842627013630731	0.00111358574610245	0.0138660399529965	0.00491110282232998	0.00448003050233534	0.00703549728173969	0.00528806011689396	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Dermatophilaceae	0	0	0.00555695882798687	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Dermabacteraceae	0.00448207171314741	0	0	0	0.00435034802784223	0	0	0.000396530359355638	0	0	0.00285962949148328	0.00505194928986751	0.00428525743524145	0.00194823267464514	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Tsukamurellaceae	0	0	0	0	0	0	0	0	0	0	0	0.00276427413973882	0.00518068436200831	0	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae	0.0217878486055777	0.0217687074829932	0.126799696893155	0.0356294536817102	0.0266821345707657	0.101135947233419	0.00790166812993854	0.00842627013630731	0.103563474387528	0.00752056404230317	0.11668531642422	0.0577637975407492	0.0317236968340262	0.0431394377957139	0.00973574408901252
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Gordoniaceae	0.0036105577689243	0.00151171579743008	0.00631472594089416	0.0182106096595408	0.0281322505800464	0.0047636496885306	0.00702370500438982	0.00257744733581165	0.0128857779191855	0.0063454759106933	0.0590575655849807	0.0115336955485654	0.0111928365845859	0.0278318953520735	0.00162262401483542
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Dietziaceae	0.00460657370517928	0.541950113378685	0	0	0	0.00769512641993404	0	0	0	0.00164512338425382	0	0	0.000895426926766869	0	0.00347705146036161
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Pseudonocardiaceae	0	0.00377928949357521	0	0.00395882818685669	0.00580046403712297	0.00439721509710517	0	0.00232961586121437	0.00349984091632199	0.00893066980023502	0	0.00876942140882661	0.00223856731691717	0	0.00417246175243394
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinosynnemataceae	0	0	0.00202071230108613	0	0	0.00256504213997801	0	0	0	0.00329024676850764	0	0.0131541321132399	0.00409338023664855	0	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Streptosporangiaceae	0	0	0	0	0	0	0	0	0	0.00282021151586369	0	0	0	0.00139159476760367	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Nocardioidaceae	0.00298804780876494	0.00438397581254724	0	0.00831353919239905	0.0121809744779582	0.0219860754855258	0	0.00485749690210657	0.00731784918867324	0.0197414806110458	0.00553276140743504	0.0210656753407683	0.0241765270227055	0.0144725855830782	0.00996754751970329
Bacteria|Actinobacteria|Thermoleophilia|Gaiellales|Gaiellaceae	0.0099601593625498	0.00151171579743008	0	0	0.00319025522041763	0.0153902528398681	0.000877963125548727	0.0031722428748451	0.0089086859688196	0.0131609870740306	0.00192714161382569	0.00305023353350491	0.0184841701311161	0.0250487058168661	0.00486787204450626
Bacteria|Firmicutes|Bacilli|Bacillales|Unclassified Bacillales	0.0671065737051793	0.0166288737717309	0.313210406668351	0.136579572446556	0.114849187935035	0.203371198241114	0.0447761194029851	0.0440148698884758	0.0631562201718104	0.036192714453584	0.105744125326371	0.0428939090649128	0.0848736808442597	0.0642916782632897	0.041029207232267
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Solirubrobacteraceae	0.0108316733067729	0	0	0	0.00377030162412993	0	0.00834064969271291	0	0.00922685332484887	0	0	0.0063864264607759	0.0110649184521906	0.0153075424436404	0
Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae	0	0	0	0	0	0	0	0	0	0	0.000372995151063036	0	0	0.00111327581408294	0
Bacteria|Firmicutes|Unclassified Firmicutes|Unclassified Firmicutes|Unclassified Firmicutes	0.00585159362549801	0.00151171579743008	0.0131346299570599	0.0110847189231987	0.0159512761020882	0.00329791132282887	0	0.00396530359355638	0.0103404390709513	0.0110458284371328	0.0299017779435534	0.0136307311028501	0.0176527022705469	0.027275257445032	0
Bacteria|Firmicutes|Bacilli|Unclassified Bacilli|Unclassified Bacilli	0.00821713147410359	0.00302343159486017	0.0285425612528416	0.0122723673792557	0.0197215777262181	0.00146573836570172	0	0.00118959107806691	0.0109767737830099	0.00987074030552291	0.00783289817232376	0.0143932894862263	0.00984969619443556	0.0116893960478709	0.00324524802967084
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales|Conexibacteraceae	0	0	0	0	0	0	0.00526777875329236	0.00138785625774473	0	0	0	0	0	0	0
Bacteria|Planctomycetes|Planctomycetia|Pirellulales|Pirellulaceae	0	0.00196523053665911	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Planctomycetes|Planctomycetia|Gemmatales|Isosphaeraceae	0	0	0	0	0	0	0	0.000446096654275093	0	0	0	0	0.000383754397185801	0.00250487058168661	0
Bacteria|Planctomycetes|Planctomycetia|Gemmatales|Gemmataceae	0	0	0	0	0	0	0	0	0	0	0	0	0.000575631595778702	0.00417478430281102	0
Bacteria|Verrucomicrobia|[Pedosphaerae]|[Pedosphaerales]|[Pedosphaeraceae]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347705146036161
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobiaceae	0.00161852589641434	0	0	0	0	0	0	0	0	0	0	0	0.00262232171410297	0	0
Bacteria|Verrucomicrobia|Unclassified Verrucomicrobia|Unclassified Verrucomicrobia|Unclassified Verrucomicrobia	0	0	0	0	0	0	0	0	0	0	0	0	0.000511672529581068	0	0
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales|Leptotrichiaceae	0	0	0	0	0.00812064965197216	0.00219860754855258	0.00526777875329236	0	0	0.00258519388954172	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae	0.0210408366533865	0.00272108843537415	0	0.0138558986539984	0.00319025522041763	0.0113594723341883	0	0.0100619578686493	0.0144766146993318	0.00329024676850764	0.00441377595424593	0.0318368125059575	0.0138791173648865	0.0139159476760367	0.007185906351414
Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae	0.00410856573705179	0	0.00580954786562263	0	0.00319025522041763	0	0	0.00322180916976456	0	0	0.00223797090637822	0.00142979696883043	0.00486088903102015	0.00918452546618425	0
Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae	0.00323705179282869	0	0	0	0.105858468677494	0	0.0188762071992976	0.000495662949194548	0	0	0.00783289817232376	0.00352683252311505	0.00511672529581068	0.00667965488449763	0
Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae	0	0	0	0	0	0	0	0.000198265179677819	0	0	0.000994653736168096	0.000667238585454199	0.000831467860569236	0	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Aerococcaceae	0	0.0430839002267574	0.0015155342258146	0	0	0	0	0.0749442379182156	0	0.00188014101057579	0.00111898545318911	0.0013344771709084	0.000255836264790534	0	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae	0.00485557768924303	0	0	0.0118764845605701	0.00348027842227378	0	0	0.000148698884758364	0	0	0.0041029466616934	0.0282146601849204	0.0145826670930604	0.00473142220985249	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae	0	0	0	0	0.00290023201856148	0	0	0	0.000795418390073179	0	0.00584359069998757	0	0	0	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Unclassified Lactobacillales	0.00323705179282869	0.0018140589569161	0	0.0395882818685669	0.00290023201856148	0.0047636496885306	0.0100965759438104	0.000644361833952912	0.00254533884823417	0.0164512338425382	0.00503543453935099	0.00543322848155562	0.0159897665494084	0.0297801280267186	0
Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae	0	0.0036281179138322	0.135892902248042	0.00989707046714173	0.0226218097447796	0	0.110184372256365	0.128971499380421	0.00318167356029271	0.0401880141010576	0.0197687430063409	0.00295491373558288	0.00984969619443556	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|[Tissierellaceae]	0	0.00226757369614512	0.00101035615054307	0	0	0	0	0	0	0	0.0020514733308467	0	0.000895426926766869	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae	0.00199203187250996	0.0205593348450491	0	0.0063341250989707	0	0	0	0.000991325898389095	0	0	0.00870322019147084	0.00333619292727099	0.00102334505916214	0	0
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae	0	0.00256991685563114	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Unclassified Clostridiales	0	0.0128495842781557	0	0	0	0	0	0	0.00174992045816099	0	0.0030461270670148	0	0.000319795330988168	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae	0	0.0559334845049131	0.0106087395807022	0.00237529691211401	0	0	0	0.000495662949194548	0.00143175310213172	0.00376028202115159	0.0122466741265697	0	0.000511672529581068	0.0064013359309769	0.00231803430690774
Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae	0	0.00136054421768707	0.00176812326345037	0	0	0	0	0	0.000954502068087814	0	0.00335695635956733	0	0.000511672529581068	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae	0	0	0	0	0	0	0	0	0.000477251034043907	0	0	0.00285959393766085	0.00255836264790534	0	0
Bacteria|Firmicutes|Erysipelotrichi|Erysipelotrichales|Erysipelotrichaceae	0	0.00589569160997732	0	0	0	0	0	0	0	0	0.00186497575531518	0	0	0	0
Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae	0	0	0.00101035615054307	0	0	0	0.0588235294117647	0	0	0.00235017626321974	0	0	0.000255836264790534	0	0.00185442744552619
Bacteria|Cyanobacteria|Nostocophycideae|Nostocales|Nostocaceae	0.00647410358565737	0.00241874527588813	0.00505178075271533	0.0154394299287411	0.00667053364269142	0.00732869182850861	0	0.00436183395291202	0.0022271714922049	0.00470035252643948	0.00192714161382569	0	0.00921010553245923	0.0122460339549123	0
