Sample	F1E	F2A	F2D	F2E	F3E	N1B	N1C	N1D	N1E	N2A	N2B	N2D	N3A	N3C	N3E
commons	Gandhi	Turing	Turing	Turing	Hopper	Carver	Carver	Carver	Carver	Newton	Newton	Newton	Galileo	Galileo	Galileo
Bacteria|Firmicutes|Clostridia	0.00199203187250996	0.0929705215419501	0.0143975751452387	0.00870942201108472	0	0	0.0588235294117647	0.00148698884758364	0.00461342666242444	0.00611045828437133	0.0294044510754694	0.00619578686493185	0.00607611128877518	0.0064013359309769	0.00417246175243394
Bacteria|Actinobacteria|Coriobacteriia	0	0.00256991685563114	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Erysipelotrichi	0	0.00589569160997732	0	0	0	0	0	0	0	0	0.00186497575531518	0	0	0	0
Bacteria|Cyanobacteria|Nostocophycideae	0.0278884462151394	0.00680272108843537	0.00505178075271533	0.049089469517023	0.0165313225058005	0.023818248442653	0	0.0348451053283767	0.0561565383391664	0.0192714453584019	0.0119358448340172	0.0136307311028501	0.048161176846818	0.0339549123295296	0.000463606861381548
Bacteria|Cyanobacteria|Unclassified Cyanobacteria	0.0161852589641434	0.0018140589569161	0.0265218489517555	0.0570071258907363	0.0490139211136891	0.0164895566141444	0.00746268656716418	0.0175960346964064	0.0289532293986637	0.0192714453584019	0.015106303618053	0.00648174625869793	0.0452830188679245	0.0448093515168383	0.0132127955493741
Bacteria|Cyanobacteria|Oscillatoriophycideae	0.00734561752988048	0	0	0	0.0127610208816705	0.00146573836570172	0	0.00138785625774473	0.00524976137448298	0.00164512338425382	0	0.0104851777714231	0.00914614646626159	0.00222655162816588	0
Archaea|Crenarchaeota|Thaumarchaeota|Nitrososphaerales	0.00448207171314741	0	0	0	0	0	0	0.001090458488228	0.00493159401845371	0.00188014101057579	0.000372995151063036	0.00324087312934897	0.00326191237607931	0	0
Archaea|Crenarchaeota|Thaumarchaeota|Unclassified Thaumarchaeota	0.00186752988047809	0.00120937263794407	0	0.00158353127474268	0	0	0	0.000247831474597274	0.000795418390073179	0	0	0.00257363454389477	0.00243044451551007	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Unclassified Gammaproteobacteria	0.0287599601593625	0.00377928949357521	0.00808284920434453	0.00910530482977039	0.00580046403712297	0.0124587761084646	0.0136084284460053	0.00287484510532838	0.00286350620426344	0.0253819036427732	0.0423349496456546	0.00867410161090459	0.025647585545251	0.0445310325633176	0.0405656003708855
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales	0.0280129482071713	0.00846560846560847	0.0237433695377621	0.0332541567695962	0.0382830626450116	0.0505679736167094	0.0263388937664618	0.0246840148698885	0.0537702831689469	0.0521739130434783	0.0505408429690414	0.0406062339147841	0.0149664214902462	0.0236571110492625	0.0639777468706537
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	0.0704681274900398	0.00332577475434618	0.00479919171507957	0.00791765637371338	0.00464037122969838	0.00879443019421033	0.00263388937664618	0.00327137546468401	0.00318167356029271	0.0103407755581669	0.0125575034191222	0.00467067009817939	0.014134953629677	0.013637628722516	0.0289754288363468
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	0.0647410358565737	0.00740740740740741	0.0285425612528416	0.0395882818685669	0.0237819025522042	0.0216196408941004	0.0237050043898156	0.0489714993804213	0.0291123130766783	0.0418331374853114	0.0216337187616561	0.0346964064436183	0.0706108090821874	0.0278318953520735	0.0458970792767733
Bacteria|Proteobacteria|Betaproteobacteria|Unclassified Betaproteobacteria	0.00149402390438247	0.00272108843537415	0	0	0	0	0	0.000693928128872367	0.0022271714922049	0.00352526439482961	0.000497326868084048	0	0.00275023984649824	0.00139159476760367	0.00672229949003245
Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales	0	0	0.0149027532205102	0.0063341250989707	0	0.000732869182850861	0	0.231226765799256	0	0.0072855464159812	0.00217580504786771	0.00381279191688114	0.000959385992964503	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	0.220866533864542	0.072108843537415	0.0532962869411468	0.170625494853523	0.215487238979118	0.255404910223525	0.211150131694469	0.102156133828996	0.2923958001909	0.196944770857814	0.212793733681462	0.342007434944238	0.0536616565398145	0.0974116337322572	0.431386184515531
Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales	0	0	0	0.00435471100554236	0.00464037122969838	0	0.0100965759438104	0.0241387856257745	0	0.0141010575793184	0.0072112395872187	0	0	0.00111327581408294	0.00579508576726936
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0.02925796812749	0.00574452003023432	0.00429401363980803	0.0158353127474268	0.0089907192575406	0.0304140710883107	0.0114135206321334	0.0150681536555142	0.010499522748966	0.0110458284371328	0.0139251523063534	0.00934134019635878	0.0303805564438759	0.0161424993042026	0.0125173852573018
Bacteria|Proteobacteria|Unclassified Proteobacteria|Unclassified Proteobacteria	0.0123256972111554	0.00105820105820106	0	0.00712589073634204	0	0.00146573836570172	0.00614574187884109	0.000148698884758364	0.00779510022271715	0.00117508813160987	0.0010568195946786	0.00505194928986751	0.0115765909817717	0.0108544391873087	0.0136764024107557
Bacteria|Proteobacteria|Alphaproteobacteria|Unclassified Alphaproteobacteria	0.0170567729083665	0.000755857898715042	0	0.00673000791765637	0.00174013921113689	0	0.00877963125548727	0	0.0089086859688196	0.00775558166862515	0.00348128807658834	0.0105804975693452	0.0191877198592901	0.0345115502365711	0.0222531293463143
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	0.0151892430278884	0.0122448979591837	0.0169234655215964	0.0415676959619952	0.00841067285382831	0.0549651887138146	0.0359964881474978	0.0147707558859975	0.0313394845688832	0.0470035252643948	0.0112520203904016	0.0241159088742732	0.0375439718580109	0.027275257445032	0.0303662494204914
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	0.00834163346613546	0.000755857898715042	0.0103561505430664	0.00554235946159937	0.00319025522041763	0	0	0.000495662949194548	0.0089086859688196	0.0141010575793184	0.00385428322765137	0.00867410161090459	0.00511672529581068	0.0072362927915391	0.0127491886879926
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	0.0724601593625498	0.018442932728647	0.0143975751452387	0.059778305621536	0.0638051044083527	0.0304140710883107	0.0153643546971027	0.0234944237918216	0.0677696468342348	0.0991774383078731	0.0318910854158896	0.063578305213993	0.101694915254237	0.119677150013916	0.0737134909596662
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	0.0153137450199203	0.00665154950869237	0.0361202323819146	0.0209817893903405	0.00870069605568445	0	0	0.00297397769516729	0.0181355392936685	0.00517038777908343	0.0144224791744374	0.013344771709084	0.0132395267029101	0.0155858613971611	0.0129809921186834
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales	0	0	0	0	0.00754060324825986	0.00183217295712715	0	0	0	0	0	0	0.00159897665494084	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales	0	0.0126984126984127	0	0	0	0.00329791132282887	0.004828797190518	0.00178438661710037	0.000477251034043907	0.05475910693302	0.00180280989680467	0.00219235535220665	0.00217460825071954	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Unclassified Deltaproteobacteria	0	0	0	0	0	0	0	0	0	0	0.000497326868084048	0.000285959393766085	0	0	0
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales	0	0	0	0.00118764845605701	0	0	0	0.000793060718711276	0	0	0	0	0.000639590661976335	0	0.00278164116828929
Bacteria|[Thermi]|Deinococci|Unclassified Deinococci	0	0	0	0	0	0	0.00131694468832309	0	0	0	0	0	0	0	0
Bacteria|[Thermi]|Deinococci|Deinococcales	0	0	0.00176812326345037	0	0.00203016241299304	0	0.00307287093942054	0	0	0	0	0	0	0	0
Bacteria|Bacteroidetes|Cytophagia|Cytophagales	0.0230328685258964	0.00196523053665911	0.0030310684516292	0.0154394299287411	0.0284222737819026	0.0142909490655918	0	0.016456009913259	0.00811326757874642	0.0108108108108108	0.00770856645530275	0.00514726908778953	0.0244963223536936	0.0264403005844698	0.00950394065832174
Bacteria|Bacteroidetes|Unclassified Bacteroidetes|Unclassified Bacteroidetes	0.00311254980079681	0	0	0.00910530482977039	0.00406032482598608	0	0	0.00158612143742255	0.000954502068087814	0	0	0.00514726908778953	0.00166293572113847	0	0.00115901715345387
Bacteria|Bacteroidetes|[Saprospirae]|[Saprospirales]	0.00199203187250996	0	0.00176812326345037	0.00197941409342835	0.000870069605568445	0	0.00263388937664618	0.00327137546468401	0.00684059815462934	0.00916568742655699	0.00484893696381947	0.00505194928986751	0.00575631595778702	0.00222655162816588	0.00509967547519703
Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales	0	0	0.0045466026774438	0	0	0	0	0	0	0	0.000870322019147084	0	0.000575631595778702	0	0
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	0.0153137450199203	0	0.0149027532205102	0.0142517814726841	0.00348027842227378	0.0047636496885306	0.00395083406496927	0.00312267657992565	0.00365892459433662	0.0105757931844888	0.00136764888723113	0.00581450767324373	0.00524464342820595	0.00445310325633176	0.00533147890588781
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	0.00560258964143426	0.00120937263794407	0.0113665066936095	0	0.00348027842227378	0	0	0.0250805452292441	0	0.0145710928319624	0.00217580504786771	0	0.00857051487048289	0.00695797383801837	0.00788131664348632
Bacteria|Nitrospirae|Nitrospira|Nitrospirales	0.00460657370517928	0	0	0	0	0	0	0.000346964064436183	0.000318167356029271	0.00352526439482961	0	0.00181107616051854	0.00185481291973137	0.00222655162816588	0
Bacteria|Acidobacteria|Solibacteres|Solibacterales	0.00684760956175299	0	0	0	0	0	0	0	0	0	0	0	0.000255836264790534	0.00222655162816588	0
Bacteria|Acidobacteria|Acidobacteriia|Acidobacteriales	0.00199203187250996	0.0036281179138322	0	0	0	0	0.000877963125548727	0	0.000477251034043907	0.00258519388954172	0	0.00171575636259651	0.00338983050847458	0	0
Bacteria|Acidobacteria|Acidobacteria-6|Unclassified Acidobacteria-6	0	0	0	0	0	0	0	0.000446096654275093	0	0	0	0	0	0.00751461174505984	0
Bacteria|Acidobacteria|[Chloracidobacteria]|[Chloracidobacterales]	0	0	0	0.00356294536817102	0.00725058004640371	0	0	0	0.00174992045816099	0	0.00093248787765759	0.000381279191688114	0.00479692996482251	0	0
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales	0	0	0	0	0	0	0.00702370500438982	0.000594795539033457	0.000795418390073179	0.00164512338425382	0	0	0.000767508794371602	0.00250487058168661	0
Bacteria|Actinobacteria|Unclassified Actinobacteria|Unclassified Actinobacteria	0.00161852589641434	0.00090702947845805	0	0	0	0	0	0.000148698884758364	0	0.00517038777908343	0.00031082929255253	0.00190639595844057	0.00338983050847458	0.00528806011689396	0
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	0.151269920318725	0.604383975812547	0.203081586259156	0.174188440221694	0.162703016241299	0.215463539758153	0.34108867427568	0.121338289962825	0.214762965319758	0.16310223266745	0.287890090762153	0.20303116957392	0.205692356891589	0.193988310603952	0.0890125173852573
Bacteria|Actinobacteria|Actinobacteria|Unclassified Actinobacteria	0.00049800796812749	0	0	0	0.00464037122969838	0.00366434591425431	0	0.000545229244114002	0	0.00352526439482961	0	0	0.00191877198592901	0	0
Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales	0	0.0445956160241875	0	0	0	0.00622938805423232	0	0	0.000636334712058543	0.000705052878965922	0.0061544199925401	0	0	0.00222655162816588	0
Bacteria|Actinobacteria|Thermoleophilia|Gaiellales	0.0099601593625498	0.00151171579743008	0	0	0.00319025522041763	0.0153902528398681	0.000877963125548727	0.0031722428748451	0.0089086859688196	0.0131609870740306	0.00192714161382569	0.00305023353350491	0.0184841701311161	0.0250487058168661	0.00486787204450626
Bacteria|Firmicutes|Bacilli|Bacillales	0.0954930278884462	0.0193499622071051	0.319019954533973	0.150435471100554	0.227088167053364	0.214730670575302	0.0636523266022827	0.0579925650557621	0.0776328348711422	0.0394829612220917	0.12159641924655	0.0803545896482699	0.109561880396546	0.0951850821040913	0.048215113583681
Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales	0.0108316733067729	0	0	0	0.00377030162412993	0	0.0136084284460053	0.00138785625774473	0.00922685332484887	0	0	0.0063864264607759	0.0110649184521906	0.0153075424436404	0
Bacteria|Firmicutes|Unclassified Firmicutes|Unclassified Firmicutes	0.00585159362549801	0.00151171579743008	0.0131346299570599	0.0110847189231987	0.0159512761020882	0.00329791132282887	0	0.00396530359355638	0.0103404390709513	0.0110458284371328	0.0299017779435534	0.0136307311028501	0.0176527022705469	0.027275257445032	0
Bacteria|Firmicutes|Bacilli|Unclassified Bacilli	0.00821713147410359	0.00302343159486017	0.0285425612528416	0.0122723673792557	0.0197215777262181	0.00146573836570172	0	0.00118959107806691	0.0109767737830099	0.00987074030552291	0.00783289817232376	0.0143932894862263	0.00984969619443556	0.0116893960478709	0.00324524802967084
Bacteria|Planctomycetes|Planctomycetia|Pirellulales	0	0.00196523053665911	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Planctomycetes|Planctomycetia|Gemmatales	0	0	0	0	0	0	0	0.000446096654275093	0	0	0	0	0.000959385992964503	0.00667965488449763	0
Bacteria|Verrucomicrobia|[Pedosphaerae]|[Pedosphaerales]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00347705146036161
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales	0.00161852589641434	0	0	0	0	0	0	0	0	0	0	0	0.00262232171410297	0	0
Bacteria|Verrucomicrobia|Unclassified Verrucomicrobia|Unclassified Verrucomicrobia	0	0	0	0	0	0	0	0	0	0	0	0	0.000511672529581068	0	0
Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales	0	0	0	0	0.00812064965197216	0.00219860754855258	0.00526777875329236	0	0	0.00258519388954172	0	0	0	0	0
Bacteria|Firmicutes|Bacilli|Lactobacillales	0.00809262948207171	0.0485260770975057	0.137408436473857	0.0613618368962787	0.0319025522041763	0.0047636496885306	0.120280948200176	0.204708798017348	0.00652243079860006	0.0585193889541716	0.035869700360562	0.0379372795729673	0.0406779661016949	0.0345115502365711	0
Bacteria|Firmicutes|Clostridia|Clostridiales	0.00199203187250996	0.0929705215419501	0.0143975751452387	0.00870942201108472	0	0	0.0588235294117647	0.00148698884758364	0.00461342666242444	0.00611045828437133	0.0294044510754694	0.00619578686493185	0.00607611128877518	0.0064013359309769	0.00417246175243394
Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales	0	0.00256991685563114	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Firmicutes|Erysipelotrichi|Erysipelotrichales	0	0.00589569160997732	0	0	0	0	0	0	0	0	0.00186497575531518	0	0	0	0
Bacteria|Cyanobacteria|Nostocophycideae|Nostocales	0.0278884462151394	0.00680272108843537	0.00505178075271533	0.049089469517023	0.0165313225058005	0.023818248442653	0	0.0348451053283767	0.0561565383391664	0.0192714453584019	0.0119358448340172	0.0136307311028501	0.048161176846818	0.0339549123295296	0.000463606861381548
Bacteria|Cyanobacteria|Unclassified Cyanobacteria|Unclassified Cyanobacteria	0.0161852589641434	0.0018140589569161	0.0265218489517555	0.0570071258907363	0.0490139211136891	0.0164895566141444	0.00746268656716418	0.0175960346964064	0.0289532293986637	0.0192714453584019	0.015106303618053	0.00648174625869793	0.0452830188679245	0.0448093515168383	0.0132127955493741
Bacteria|Cyanobacteria|Oscillatoriophycideae|Chroococcales	0.00149402390438247	0	0	0	0.0127610208816705	0	0	0.00138785625774473	0	0.00164512338425382	0	0.0104851777714231	0.00447713463383435	0	0
Bacteria|Cyanobacteria|Oscillatoriophycideae|Unclassified Oscillatoriophycideae	0.00585159362549801	0	0	0	0	0.00146573836570172	0	0	0.00524976137448298	0	0	0	0.00466901183242725	0.00222655162816588	0
Archaea|Crenarchaeota|Thaumarchaeota|Nitrososphaerales|Nitrososphaeraceae	0.00448207171314741	0	0	0	0	0	0	0.001090458488228	0.00493159401845371	0.00188014101057579	0.000372995151063036	0.00324087312934897	0.00326191237607931	0	0
Archaea|Crenarchaeota|Thaumarchaeota|Unclassified Thaumarchaeota|Unclassified Thaumarchaeota	0.00186752988047809	0.00120937263794407	0	0.00158353127474268	0	0	0	0.000247831474597274	0.000795418390073179	0	0	0.00257363454389477	0.00243044451551007	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Unclassified Gammaproteobacteria|Unclassified Gammaproteobacteria	0.0287599601593625	0.00377928949357521	0.00808284920434453	0.00910530482977039	0.00580046403712297	0.0124587761084646	0.0136084284460053	0.00287484510532838	0.00286350620426344	0.0253819036427732	0.0423349496456546	0.00867410161090459	0.025647585545251	0.0445310325633176	0.0405656003708855
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae	0.0280129482071713	0.00846560846560847	0.0237433695377621	0.0332541567695962	0.0382830626450116	0.0505679736167094	0.0263388937664618	0.0246840148698885	0.0537702831689469	0.0521739130434783	0.0505408429690414	0.0406062339147841	0.0149664214902462	0.0236571110492625	0.0639777468706537
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae	0.0704681274900398	0.00332577475434618	0.00479919171507957	0.00791765637371338	0.00464037122969838	0.00879443019421033	0.00263388937664618	0.00327137546468401	0.00318167356029271	0.0103407755581669	0.0125575034191222	0.00467067009817939	0.014134953629677	0.013637628722516	0.0289754288363468
